c,g1,g2,v
1,826815,827069,MFLAFM_03835
1,827263,828024,MFLAFM_03840
1,828275,829189,MFLAFM_03845
1,829217,829621,MFLAFM_03850
1,829636,830517,MFLAFM_03855
1,830749,831747,MFLAFM_03860
1,832127,832519,MFLAFM_03865
1,832647,834023,MFLAFM_03870
1,834257,835249,MFLAFM_03875
1,835575,836525,MFLAFM_03880
1,836577,837236,MFLAFM_03885
1,837250,838170,MFLAFM_03890
1,838167,839333,MFLAFM_03895
1,839401,840924,MFLAFM_03900
1,841255,842157,MFLAFM_03905
1,842396,842689,MFLAFM_03910
1,842772,845801,MFLAFM_03915
1,845801,846259,MFLAFM_03920
1,846231,846473,MFLAFM_03925
1,846486,847820,MFLAFM_03930
1,847842,852281,MFLAFM_03935
1,852311,852703,MFLAFM_03940
1,852719,853033,MFLAFM_03945
1,853030,853707,MFLAFM_03950
1,853713,854024,MFLAFM_03955
1,854025,855878,MFLAFM_03960
1,855889,856380,MFLAFM_03965
1,856583,857266,MFLAFM_03970
1,857412,858023,MFLAFM_03975
1,858158,858376,MFLAFM_03980
1,858508,859008,MFLAFM_03985
1,859019,859480,MFLAFM_03990
1,859529,860029,MFLAFM_03995
1,860040,860525,MFLAFM_04000
1,861150,861524,MFLAFM_04005
1,861674,862072,MFLAFM_04010
1,862288,863112,MFLAFM_04015
1,863349,864656,MFLAFM_04020
1,865240,866130,MFLAFM_04025
1,866379,867428,MFLAFM_04030
1,867441,868118,MFLAFM_04035
1,868326,869357,MFLAFM_04040
1,869700,870803,MFLAFM_04045
1,870778,871701,MFLAFM_04050
1,871712,872932,MFLAFM_04055
1,873037,874569,MFLAFM_04060
1,874609,875490,MFLAFM_04065
1,875648,876508,MFLAFM_04070
1,876785,877585,MFLAFM_04075
1,877725,878393,MFLAFM_04080
1,878524,879885,MFLAFM_04085
1,880255,880599,MFLAFM_04090
1,881275,882330,MFLAFM_04095
1,882572,883399,MFLAFM_04100
1,883472,884671,MFLAFM_04105
1,884973,885974,MFLAFM_04110
1,886008,886340,MFLAFM_04115
1,886341,887141,MFLAFM_04120
1,887131,888075,MFLAFM_04125
1,888053,889075,MFLAFM_04130
1,889391,890221,MFLAFM_04135
1,890241,890417,MFLAFM_04140
1,890511,891857,MFLAFM_04145
1,891872,892156,MFLAFM_04150
1,892158,892601,MFLAFM_04155
1,892606,894561,MFLAFM_04160
1,894773,895192,MFLAFM_04165
1,895299,896654,MFLAFM_04170
1,896758,897198,MFLAFM_04175
1,897281,898639,MFLAFM_04180
1,898951,899877,MFLAFM_04185
1,899891,900952,MFLAFM_04190
1,900966,901532,MFLAFM_04195
1,901591,902586,MFLAFM_04200
1,902951,903496,MFLAFM_04205
1,903763,904617,MFLAFM_04210
1,904614,905843,MFLAFM_04215
1,905824,907536,MFLAFM_04220
1,907777,908256,MFLAFM_04225
1,908495,908710,MFLAFM_04230
1,908819,909208,MFLAFM_04235
1,909448,909651,MFLAFM_04240
1,909648,910361,MFLAFM_04245
1,910386,911228,MFLAFM_04250
1,911228,911857,MFLAFM_04255
1,912244,913377,MFLAFM_04260
1,913916,915097,MFLAFM_04265
1,915180,915932,MFLAFM_04270
1,915975,918203,MFLAFM_04275
1,918200,920041,MFLAFM_04280
1,920010,921170,MFLAFM_04285
1,921167,922270,MFLAFM_04290
1,922334,922703,MFLAFMFMJG_148
1,922648,922710,MFLAFM_04295
1,922932,923777,MFLAFM_04300
1,923931,924812,MFLAFM_04305
1,924842,925045,MFLAFM_04310
1,925057,926154,MFLAFM_04315
1,926240,926431,MFLAFM_04320
1,926675,926971,MFLAFM_04325
1,926992,927495,MFLAFM_04330
1,927547,927789,MFLAFM_04335
1,927960,928055,MFLAFM_04340
1,928066,929040,MFLAFM_04345
1,929962,930573,MFLAFM_04350
1,930942,931310,MFLAFM_04355
1,931491,932063,MFLAFM_04360
1,932200,932463,MFLAFM_04365
1,932763,933014,MFLAFM_04370
1,933190,933293,MFLAFM_04375
1,933440,934021,MFLAFM_04380
1,934087,934473,MFLAFM_04385
1,934532,934627,MFLAFM_04390
1,934740,935366,MFLAFM_04395
1,935439,935684,MFLAFM_04400
1,935810,937333,MFLAFM_04405
1,937349,937918,MFLAFM_04410
1,938410,939165,MFLAFM_04415
1,939245,940633,MFLAFM_04420
1,941611,942567,MFLAFM_04425
1,942685,943347,MFLAFM_04430
1,943490,943897,MFLAFM_04435
1,944077,944179,MFLAFMFMJG_154
1,944410,944988,MFLAFM_04440
1,944988,946256,MFLAFM_04445
1,946294,947760,MFLAFM_04450
1,947785,949326,MFLAFM_04455
1,949709,949975,MFLAFM_04460
1,950238,950335,MFLAFM_04465
1,950367,951071,MFLAFM_04470
1,951470,951742,MFLAFM_04475
1,952003,952155,MFLAFM_04480
1,952372,952431,MFLAFMFMJG_150
1,952687,953046,MFLAFM_04485
1,953065,953910,MFLAFM_04490
1,954382,955062,MFLAFM_04495
1,955348,956043,MFLAFM_04500
1,956334,957404,MFLAFM_04505
1,957768,958472,MFLAFM_04510
1,958918,959613,MFLAFM_04515
1,959952,960650,MFLAFM_04520
1,961027,961725,MFLAFM_04525
1,962091,962774,MFLAFM_04530
1,963038,964594,MFLAFM_04535
1,964587,965798,MFLAFM_04540
1,966181,966864,MFLAFM_04545
1,966886,968373,MFLAFM_04550
1,968482,968790,MFLAFM_04555
1,969127,969930,MFLAFM_04560
1,969961,970755,MFLAFM_04565
1,970800,971588,MFLAFM_04570
1,971633,972394,MFLAFM_04575
1,972455,973240,MFLAFM_04580
1,973259,974041,MFLAFM_04585
1,974098,974892,MFLAFM_04590
1,974944,975744,MFLAFM_04595
1,975763,976545,MFLAFM_04600
1,976724,977539,MFLAFM_04605
1,977529,978854,MFLAFM_04610
1,978851,979174,MFLAFM_04615
1,979193,979507,MFLAFM_04620
1,979796,979990,MFLAFM_04625
1,980175,981377,MFLAFM_04630
1,981971,982126,MFLAFM_04635
1,982036,982098,MFLAFM_04640
1,982162,982230,MFLAFM_04645
1,982282,982347,MFLAFM_04650
1,982379,982444,MFLAFM_04655
1,982965,984449,MFLAFM_04660
1,984462,987167,MFLAFM_04665
1,987329,987691,MFLAFM_04670
1,988374,989048,MFLAFM_04675
1,989085,989819,MFLAFM_04680
1,990191,991528,MFLAFM_04685
1,991745,992650,MFLAFM_04690
1,992643,993785,MFLAFM_04695
1,994218,995105,MFLAFM_04700
1,995109,995768,MFLAFM_04705
1,995805,996647,MFLAFM_04710
1,996979,997983,MFLAFM_04715
1,998168,998437,MFLAFM_04720
1,998586,998981,MFLAFM_04725
1,998971,999456,MFLAFM_04730
1,999625,1000407,MFLAFM_04735
1,1000404,1001516,MFLAFM_04740
1,1001637,1002521,MFLAFM_04745
1,1002702,1007201,MFLAFM_04750
1,1007219,1008682,MFLAFM_04755
1,1008951,1009043,MFLAFM_04760
1,1009512,1010939,MFLAFM_04765
1,1011003,1012643,MFLAFM_04770
1,1012668,1013396,MFLAFM_04775
1,1013458,1013727,MFLAFM_04780
1,1013576,1013675,MFLAFM_04785
1,1014039,1014563,MFLAFM_04790
1,1014632,1016329,MFLAFM_04795
1,1016419,1016736,MFLAFM_04800
1,1016743,1017339,MFLAFM_04805
2,1,650756,2
2,184,1026,MFLAFM_04810
2,1151,1465,MFLAFM_04815
2,1549,2625,MFLAFM_04820
2,2690,3001,MFLAFM_04825
2,3101,3958,MFLAFM_04830
2,3987,4583,MFLAFM_04835
2,4604,8428,MFLAFM_04840
2,8452,9765,MFLAFM_04845
2,9839,10330,MFLAFM_04850
2,10404,11762,MFLAFM_04855
2,12456,13547,MFLAFM_04860
2,14087,15076,MFLAFM_04865
2,15174,16343,MFLAFM_04870
2,16368,17000,MFLAFM_04875
2,17169,18875,MFLAFM_04880
2,19315,20982,MFLAFM_04885
2,21202,21261,MFLAFM_04890
2,21315,23990,MFLAFM_04895
2,24193,25098,MFLAFM_04900
2,25480,26742,MFLAFM_04905
2,26836,28110,MFLAFM_04910
2,28282,28899,MFLAFM_04915
2,29027,30493,MFLAFM_04920
2,30600,31730,MFLAFM_04925
2,31880,33484,MFLAFM_04930
2,33471,34628,MFLAFM_04935
2,34743,35189,MFLAFM_04940
2,35269,36012,MFLAFM_04945
2,36228,36830,MFLAFM_04950
2,37074,37538,MFLAFM_04955
2,37675,39369,MFLAFM_04960
2,39715,40881,MFLAFM_04965
2,40881,42104,MFLAFM_04970
2,42148,42918,MFLAFM_04975
2,43016,43510,MFLAFM_04980
2,43633,44580,MFLAFM_04985
2,44668,45870,MFLAFM_04990
2,46116,46616,MFLAFM_04995
2,46757,47875,MFLAFM_05000
2,48191,49246,MFLAFM_05005
2,49421,50110,MFLAFM_05010
2,50415,50828,MFLAFM_05015
2,51033,52331,MFLAFM_05020
2,52643,53584,MFLAFM_05025
2,53605,56802,MFLAFM_05030
2,57252,58481,MFLAFM_05035
2,58676,59533,MFLAFM_05040
2,59533,60477,MFLAFM_05045
2,60746,61714,MFLAFM_05050
2,61736,63493,MFLAFM_05055
2,63841,65202,MFLAFM_05060
2,65550,66671,MFLAFM_05065
2,66720,67988,MFLAFM_05070
2,68378,69082,MFLAFM_05075
2,69079,70743,MFLAFM_05080
2,71242,72729,MFLAFM_05085
2,73023,75653,MFLAFM_05090
2,75669,76541,MFLAFM_05095
2,76557,77180,MFLAFM_05100
2,77350,78375,MFLAFM_05105
2,78586,79056,MFLAFM_05110
2,79057,80457,MFLAFM_05115
2,80457,81377,MFLAFM_05120
2,81789,83726,MFLAFM_05125
2,83832,84007,MFLAFMFMJG_158
2,84152,85645,MFLAFM_05130
2,85720,85845,MFLAFMFMJG_161
2,85841,86401,MFLAFM_05135
2,86430,86630,MFLAFM_05140
2,86677,87033,MFLAFM_05145
2,87175,87783,MFLAFM_05150
2,87802,88731,MFLAFM_05155
2,88894,90195,MFLAFM_05160
2,90346,91608,MFLAFM_05165
2,91762,92352,MFLAFM_05170
2,92569,93915,MFLAFM_05175
2,93937,94752,MFLAFM_05180
2,94794,95720,MFLAFM_05185
2,95742,96410,MFLAFM_05190
2,96413,97387,MFLAFM_05195
2,97435,98721,MFLAFM_05200
2,98923,99990,MFLAFM_05205
2,100214,100774,MFLAFM_05210
2,100832,101133,MFLAFMFMJG_157
2,101177,103807,MFLAFM_05215
2,103820,105091,MFLAFM_05220
2,105361,106068,MFLAFM_05225
2,106065,106751,MFLAFM_05230
2,106819,107103,MFLAFM_05235
2,107577,108050,MFLAFM_05240
2,108442,109284,MFLAFM_05245
2,109284,109814,MFLAFM_05250
2,109841,110037,MFLAFMFMJG_162
2,110050,110358,MFLAFM_05255
2,110364,110684,MFLAFM_05260
2,110696,110980,MFLAFM_05265
2,111334,112626,MFLAFM_05270
2,112639,113094,MFLAFM_05275
2,113108,113710,MFLAFM_05280
2,113742,114746,MFLAFM_05285
2,114748,115773,MFLAFM_05290
2,115796,116935,MFLAFM_05295
2,116954,117214,MFLAFM_05300
2,117489,119768,MFLAFM_05305
2,119971,122244,MFLAFM_05310
2,122266,122784,MFLAFM_05315
2,123191,125401,MFLAFM_05320
2,125413,125865,MFLAFM_05325
2,125862,126737,MFLAFM_05330
2,127198,128460,MFLAFM_05335
2,128476,130242,MFLAFM_05340
2,130320,130510,MFLAFM_05345
2,130703,131476,MFLAFM_05350
2,131637,132911,MFLAFM_05355
2,132996,133418,MFLAFM_05360
2,133518,133700,MFLAFM_05365
2,133740,133886,MFLAFM_05370
2,134123,135136,MFLAFM_05375
2,135448,136590,MFLAFM_05380
2,136591,137709,MFLAFM_05385
2,137985,138191,MFLAFM_05390
2,138404,139072,MFLAFM_05395
2,139074,141551,MFLAFM_05400
2,141894,144524,MFLAFM_05405
2,144587,144847,MFLAFM_05410
2,144851,145279,MFLAFM_05415
2,145294,145602,MFLAFM_05420
2,145887,146525,MFLAFM_05425
2,146528,147451,MFLAFM_05430
2,147463,148731,MFLAFM_05435
2,148731,149354,MFLAFM_05440
2,149382,149858,MFLAFM_05445
2,150184,150918,MFLAFM_05450
2,150908,151918,MFLAFM_05455
2,151920,152369,MFLAFM_05460
2,152383,153744,MFLAFM_05465
2,153744,154496,MFLAFM_05470
2,154509,155738,MFLAFM_05475
2,156027,157247,MFLAFM_05480
2,157705,157955,MFLAFM_05485
2,157954,158427,MFLAFM_05490
2,158576,158764,MFLAFM_05495
2,158966,159235,MFLAFM_05500
2,159549,160235,MFLAFM_05505
2,160255,160782,MFLAFM_05510
2,160783,161883,MFLAFM_05515
2,161897,162703,MFLAFM_05520
2,162707,162997,MFLAFM_05525
2,163000,163569,MFLAFM_05530
2,163559,164143,MFLAFM_05535
2,164144,164497,MFLAFM_05540
2,164500,165216,MFLAFM_05545
2,165265,165942,MFLAFM_05550
2,166064,166495,MFLAFM_05555
2,166500,168701,MFLAFM_05560
2,168758,169732,MFLAFM_05565
2,169777,170028,MFLAFM_05570
2,170374,172197,MFLAFM_05575
2,172265,172511,MFLAFM_05580
2,172730,173887,MFLAFM_05585
2,173988,174965,MFLAFM_05590
2,174997,175623,MFLAFM_05595
2,175692,177524,MFLAFM_05600
2,177660,178799,MFLAFM_05605
2,178803,179741,MFLAFM_05610
2,179743,180495,MFLAFM_05615
2,180502,181848,MFLAFM_05620
2,182141,182317,MFLAFM_05625
2,182537,183244,MFLAFM_05630
2,183262,184251,MFLAFM_05635
2,184268,184966,MFLAFM_05640
2,185270,186217,MFLAFM_05645
2,186218,186685,MFLAFM_05650
2,186688,187032,MFLAFM_05655
2,187043,187447,MFLAFM_05660
2,187448,188347,MFLAFM_05665
2,188375,189121,MFLAFM_05670
2,189271,190662,MFLAFM_05675
2,191081,191620,MFLAFM_05680
2,191631,192449,MFLAFM_05685
2,192510,194327,MFLAFM_05690
2,194551,195657,MFLAFM_05695
2,195788,196465,MFLAFM_05700
2,196468,197568,MFLAFM_05705
2,197682,199028,MFLAFM_05710
2,199038,199928,MFLAFM_05715
2,200054,200839,MFLAFM_05720
2,200872,201744,MFLAFM_05725
2,201731,202141,MFLAFM_05730
2,202417,203016,MFLAFM_05735
2,203137,205212,MFLAFM_05740
2,205325,205474,MFLAFM_05745
2,205629,206222,MFLAFM_05750
2,206234,207697,MFLAFM_05755
2,207878,208864,MFLAFM_05760
2,208864,209193,MFLAFM_05765
2,209190,209813,MFLAFM_05770
2,209865,210839,MFLAFM_05775
2,210811,211881,MFLAFM_05780
2,211895,212206,MFLAFM_05785
2,212196,212630,MFLAFM_05790
2,212617,212916,MFLAFM_05795
2,212957,213331,MFLAFM_05800
2,213564,214088,MFLAFM_05805
2,214075,214172,MFLAFMFMJG_160
2,214247,215338,MFLAFM_05810
2,215358,216704,MFLAFM_05815
2,216697,218169,MFLAFM_05820
2,218534,218920,MFLAFM_05825
2,219078,219908,MFLAFM_05830
2,219972,220190,MFLAFM_05835
2,220204,220785,MFLAFM_05840
2,220890,221951,MFLAFM_05845
2,221977,222534,MFLAFM_05850
2,223008,223472,MFLAFM_05855
2,223472,224827,MFLAFM_05860
2,224842,225204,MFLAFM_05865
2,225264,225653,MFLAFM_05870
2,225670,227007,MFLAFM_05875
2,227000,227230,MFLAFM_05880
2,227208,228089,MFLAFM_05885
2,228521,228973,MFLAFM_05890
2,228989,230668,MFLAFM_05895
2,230819,232240,MFLAFM_05900
2,232256,233248,MFLAFM_05905
2,233248,234231,MFLAFM_05910
2,234244,235518,MFLAFM_05915
2,235698,235796,MFLAFM_05920
2,235869,236306,MFLAFM_05925
2,236320,237300,MFLAFM_05930
2,237427,237519,MFLAFM_05935
2,237869,239002,MFLAFM_05940
2,239070,240476,MFLAFM_05945
2,240792,242009,MFLAFM_05950
2,242476,242847,MFLAFM_05955
2,243041,244060,MFLAFM_05960
2,244076,245725,MFLAFM_05965
2,245807,246673,MFLAFM_05970
2,246903,248387,MFLAFM_05975
2,248700,249620,MFLAFM_05980
2,249723,250538,MFLAFM_05985
2,250680,251435,MFLAFM_05990
2,251451,251699,MFLAFM_05995
2,251915,252823,MFLAFM_06000
2,252905,253447,MFLAFM_06005
2,253552,254001,MFLAFM_06010
2,254050,254937,MFLAFM_06015
2,255015,255521,MFLAFM_06020
2,255589,256344,MFLAFM_06025
2,256337,256879,MFLAFM_06030
2,256872,257609,MFLAFM_06035
2,257742,258467,MFLAFM_06040
2,258448,260199,MFLAFM_06045
2,260443,261369,MFLAFM_06050
2,261362,263524,MFLAFM_06055
2,263614,264519,MFLAFM_06060
2,264575,265471,MFLAFM_06065
2,265547,265801,MFLAFM_06070
2,265942,266898,MFLAFM_06075
2,267104,267238,MFLAFMFMJG_156
2,267300,267845,MFLAFM_06080
2,267951,268199,MFLAFM_06085
2,268307,269260,MFLAFM_06090
2,269250,270629,MFLAFM_06095
2,270782,272242,MFLAFM_06100
2,272644,273630,MFLAFM_06105
2,273745,274713,MFLAFM_06110
2,274790,275449,MFLAFM_06115
2,276161,277336,MFLAFM_06120
2,277558,278868,MFLAFM_06125
2,278885,279883,MFLAFM_06130
2,280054,280326,MFLAFM_06135
2,280757,281329,MFLAFM_06140
2,281332,282057,MFLAFM_06145
2,282059,283018,MFLAFM_06150
2,283110,283559,MFLAFM_06155
2,283768,283968,MFLAFM_06160
2,284354,285520,MFLAFM_06165
2,285546,286610,MFLAFM_06170
2,286620,287918,MFLAFM_06175
2,287925,289169,MFLAFM_06180
2,289171,289758,MFLAFM_06185
2,289748,290335,MFLAFM_06190
2,290389,291087,MFLAFM_06195
2,291423,291740,MFLAFM_06200
2,291984,293126,MFLAFM_06205
2,293131,294333,MFLAFM_06210
2,294320,295291,MFLAFM_06215
2,295315,298008,MFLAFM_06220
2,298330,299622,MFLAFM_06225
2,299950,300636,MFLAFM_06230
2,300626,301285,MFLAFM_06235
2,301290,301631,MFLAFM_06240
2,302197,304380,MFLAFM_06245
2,304377,305003,MFLAFM_06250
2,305492,305893,MFLAFM_06255
2,305886,306449,MFLAFM_06260
2,306463,306807,MFLAFM_06265
2,306870,307249,MFLAFM_06270
2,306908,307024,MFLAFM_06275
2,307458,308603,MFLAFM_06280
2,308687,309019,MFLAFM_06285
2,309225,310565,MFLAFM_06290
2,310869,314309,MFLAFM_06295
2,314329,315207,MFLAFM_06300
2,315683,316801,MFLAFM_06305
2,316896,317936,MFLAFM_06310
2,317967,319289,MFLAFM_06315
2,319445,320836,MFLAFM_06320
2,321234,353108,MFLAFM_06325
2,353167,353568,MFLAFM_06330
2,353764,354146,MFLAFM_06335
2,353971,354102,MFLAFM_06340
2,354167,354871,MFLAFM_06345
2,355322,355573,MFLAFM_06350
2,355611,356735,MFLAFM_06355
2,356751,357188,MFLAFM_06360
2,357612,358568,MFLAFM_06365
2,358768,359247,MFLAFM_06370
2,359262,360101,MFLAFM_06375
2,360187,360720,MFLAFM_06380
2,360713,361141,MFLAFM_06385
2,361153,361653,MFLAFM_06390
2,361653,361874,MFLAFM_06395
2,362066,363556,MFLAFM_06400
2,363956,364465,MFLAFM_06405
2,364477,365547,MFLAFM_06410
2,365005,365179,MFLAFM_06415
2,365564,366178,MFLAFM_06420
2,366192,366372,MFLAFM_06425
2,366295,366495,MFLAFM_06430
2,366966,367625,MFLAFM_06435
2,367622,368977,MFLAFM_06440
2,369261,372059,MFLAFM_06445
2,372073,373341,MFLAFM_06450
2,373921,374730,MFLAFM_06455
2,374759,374962,MFLAFM_06460
2,375143,375934,MFLAFM_06465
2,375948,377834,MFLAFM_06470
2,378059,379402,MFLAFM_06475
2,379475,380611,MFLAFM_06480
2,380643,381266,MFLAFM_06485
2,381291,381560,MFLAFM_06490
2,381723,382031,MFLAFM_06495
2,382202,382402,MFLAFM_06500
2,382599,383000,MFLAFM_06505
2,383240,384505,MFLAFM_06510
2,384495,385580,MFLAFM_06515
2,385585,386736,MFLAFM_06520
2,386879,387598,MFLAFM_06525
2,387625,388347,MFLAFM_06530
2,388344,389231,MFLAFM_06535
2,389233,390222,MFLAFM_06540
2,390286,391491,MFLAFM_06545
2,391573,391748,MFLAFMFMJG_159
2,392553,394154,MFLAFM_06550
2,394301,395203,MFLAFM_06555
2,396178,397161,MFLAFM_06560
2,397352,398278,MFLAFM_06565
2,398280,399197,MFLAFM_06570
2,399244,400095,MFLAFM_06575
2,400102,400743,MFLAFM_06580
2,400883,402697,MFLAFM_06585
2,402902,403246,MFLAFM_06590
2,403550,404536,MFLAFM_06595
2,404529,405359,MFLAFM_06600
2,405343,406119,MFLAFM_06605
2,406112,406813,MFLAFM_06610
2,406937,407410,MFLAFM_06615
2,407458,408225,MFLAFM_06620
2,408455,409201,MFLAFM_06625
2,409490,410749,MFLAFM_06630
2,410768,412030,MFLAFM_06635
2,412352,413080,MFLAFM_06640
2,413073,414287,MFLAFM_06645
2,414280,414915,MFLAFM_06650
2,414912,415694,MFLAFM_06655
2,415696,416694,MFLAFM_06660
2,416700,417266,MFLAFM_06665
2,417263,418669,MFLAFM_06670
2,419161,420192,MFLAFM_06675
2,420357,421448,MFLAFM_06680
2,421585,422847,MFLAFM_06685
2,422992,423180,MFLAFM_06690
2,423268,424251,MFLAFM_06695
2,424388,424897,MFLAFM_06700
2,425100,427622,MFLAFM_06705
2,428103,429251,MFLAFM_06710
2,429446,430297,MFLAFM_06715
2,430797,432257,MFLAFM_06720
2,432507,434909,MFLAFM_06725
2,434909,436900,MFLAFM_06730
2,437106,437714,MFLAFM_06735
2,437849,438097,MFLAFM_06740
2,438090,438386,MFLAFM_06745
2,438593,439060,MFLAFM_06750
2,439240,441945,MFLAFM_06755
2,442366,442617,MFLAFM_06760
2,442892,444538,MFLAFM_06765
2,444741,445103,MFLAFM_06770
2,445174,448203,MFLAFM_06775
2,448207,449328,MFLAFM_06780
2,449452,449919,MFLAFM_06785
2,450098,450385,MFLAFM_06790
2,450618,452606,MFLAFM_06795
2,452727,452966,MFLAFM_06800
2,453103,453339,MFLAFM_06805
2,453479,454102,MFLAFM_06810
2,454344,454427,MFLAFM_06815
2,454482,455345,MFLAFM_06820
2,455520,456497,MFLAFM_06825
2,456654,456923,MFLAFM_06830
2,457377,457526,MFLAFM_06835
2,457617,459134,MFLAFM_06840
2,459338,460792,MFLAFM_06845
2,461010,461324,MFLAFM_06850
2,461617,462420,MFLAFM_06855
2,462478,463392,MFLAFM_06860
2,463394,464455,MFLAFM_06865
2,464461,465741,MFLAFM_06870
2,465932,467314,MFLAFM_06875
2,467368,467952,MFLAFM_06880
2,468274,469128,MFLAFM_06885
2,469273,469806,MFLAFM_06890
2,469945,470133,MFLAFM_06895
2,470246,470848,MFLAFM_06900
2,470845,471936,MFLAFM_06905
2,471940,472671,MFLAFM_06910
2,472640,473539,MFLAFM_06915
2,473723,475240,MFLAFM_06920
2,475261,475458,MFLAFM_06925
2,475728,476753,MFLAFM_06930
2,477297,477491,MFLAFM_06935
2,477557,477850,MFLAFM_06940
2,477932,478168,MFLAFM_06945
2,478214,478465,MFLAFM_06950
2,478593,478697,MFLAFM_06955
2,479208,479393,MFLAFM_06960
2,480627,480833,MFLAFM_06965
2,481127,481339,MFLAFM_06970
2,481326,481454,MFLAFM_06975
2,482728,484068,MFLAFM_06980
2,484087,484455,MFLAFM_06985
2,484698,485936,MFLAFM_06990
2,485955,487193,MFLAFM_06995
2,487305,487781,MFLAFM_07000
2,488003,488236,MFLAFM_07005
2,488251,489186,MFLAFM_07010
2,489204,490121,MFLAFM_07015
2,490268,491941,MFLAFM_07020
2,492099,493595,MFLAFM_07025
2,493724,494542,MFLAFM_07030
2,495017,495550,MFLAFM_07035
2,495565,497574,MFLAFM_07040
2,497587,500205,MFLAFM_07045
2,500508,500999,MFLAFM_07050
2,501026,501391,MFLAFM_07055
2,501392,502936,MFLAFM_07060
2,503070,503363,MFLAFM_07065
2,503457,504323,MFLAFM_07070
2,504324,506084,MFLAFM_07075
2,506224,507021,MFLAFM_07080
2,507195,507410,MFLAFM_07085
2,507604,507694,MFLAFM_07090
2,507707,509266,MFLAFM_07095
2,509620,510663,MFLAFM_07100
2,510828,511979,MFLAFM_07105
2,512203,512781,MFLAFM_07110
2,512815,513207,MFLAFM_07115
2,513226,514053,MFLAFM_07120
2,514158,514862,MFLAFM_07125
2,514862,516148,MFLAFM_07130
2,516148,517413,MFLAFM_07135
2,517444,518157,MFLAFM_07140
2,518162,520528,MFLAFM_07145
2,520785,522458,MFLAFM_07150
2,522694,524790,MFLAFM_07155
2,525159,525428,MFLAFM_07160
2,525543,526514,MFLAFM_07165
2,526529,527446,MFLAFM_07170
2,527615,527965,MFLAFM_07175
2,528351,530468,MFLAFM_07180
2,530473,530790,MFLAFM_07185
2,530787,531071,MFLAFM_07190
2,531092,532267,MFLAFM_07195
2,532288,532755,MFLAFM_07200
2,533045,537361,MFLAFM_07205
2,537619,539322,MFLAFM_07210
2,539342,540628,MFLAFM_07215
2,540840,541622,MFLAFM_07220
2,541629,542399,MFLAFM_07225
2,542772,543326,MFLAFM_07230
2,543345,544067,MFLAFM_07235
2,544204,545085,MFLAFM_07240
2,545267,546034,MFLAFM_07245
2,546381,547154,MFLAFM_07250
2,547179,548582,MFLAFM_07255
2,548648,549193,MFLAFM_07260
2,549190,550086,MFLAFM_07265
2,550504,551811,MFLAFM_07270
2,551967,554042,MFLAFM_07275
2,554216,555088,MFLAFM_07280
2,555261,556505,MFLAFM_07285
2,556533,557651,MFLAFM_07290
2,557878,558786,MFLAFM_07295
2,558808,559974,MFLAFM_07300
2,560083,560850,MFLAFM_07305
2,560834,561718,MFLAFM_07310
2,562119,564725,MFLAFM_07315
2,564969,565319,MFLAFM_07320
2,565339,565381,MFLAFMFMJG_163
2,565422,566159,MFLAFM_07325
2,566159,566662,MFLAFM_07330
2,566850,567125,MFLAFM_07335
2,567560,568927,MFLAFM_07340
2,568953,569285,MFLAFM_07345
2,569272,570522,MFLAFM_07350
2,570522,574088,MFLAFM_07355
2,574235,574966,MFLAFM_07360
2,575082,575315,MFLAFM_07365
2,575750,576484,MFLAFM_07370
2,576477,577403,MFLAFM_07375
2,577396,578382,MFLAFM_07380
2,578387,578959,MFLAFM_07385
2,579162,581222,MFLAFM_07390
2,581412,583058,MFLAFM_07395
2,583073,583447,MFLAFM_07400
2,583890,584078,MFLAFM_07405
2,584459,585100,MFLAFM_07410
2,585107,585751,MFLAFM_07415
2,585752,586627,MFLAFM_07420
2,586855,588849,MFLAFM_07425
2,588846,589589,MFLAFM_07430
2,589596,590690,MFLAFM_07435
2,590693,592000,MFLAFM_07440
2,591997,592932,MFLAFM_07445
2,592925,593413,MFLAFM_07450
2,593637,593915,MFLAFM_07455
2,594078,595031,MFLAFM_07460
2,595537,597945,MFLAFM_07465
2,597945,599144,MFLAFM_07470
2,599360,599578,MFLAFM_07475
2,599578,600201,MFLAFM_07480
2,600476,602173,MFLAFM_07485
2,602436,602837,MFLAFM_07490
2,603274,603486,MFLAFM_07495
2,603516,604127,MFLAFM_07500
2,604127,604819,MFLAFM_07505
2,604929,608102,MFLAFM_07510
2,608095,609195,MFLAFM_07515
2,609197,610474,MFLAFM_07520
2,610489,611370,MFLAFM_07525
2,611398,612705,MFLAFM_07530
2,612923,613450,MFLAFM_07535
2,613850,614767,MFLAFM_07540
2,614767,615258,MFLAFM_07545
2,615583,615815,MFLAFM_07550
2,615827,616021,MFLAFM_07555
2,616082,616879,MFLAFM_07560
2,617170,619923,MFLAFM_07565
2,620144,620761,MFLAFM_07570
2,620785,621591,MFLAFM_07575
2,621674,621964,MFLAFM_07580
2,621976,622539,MFLAFM_07585
2,622536,623204,MFLAFM_07590
2,623228,624019,MFLAFM_07595
2,624279,625451,MFLAFM_07600
2,625484,626896,MFLAFM_07605
2,627002,628321,MFLAFM_07610
2,628337,629686,MFLAFM_07615
2,629688,630653,MFLAFM_07620
2,630945,633179,MFLAFM_07625
2,633160,633561,MFLAFM_07630
2,633575,634510,MFLAFM_07635
2,634526,634957,MFLAFM_07640
