,c,g1,g2,v
698,1,732928,733983,MFLAFM_03450
699,1,733983,734879,MFLAFM_03455
700,1,734891,736345,MFLAFM_03460
701,1,736345,737223,MFLAFM_03465
702,1,737417,737698,MFLAFM_03470
703,1,737911,740700,MFLAFM_03475
704,1,740847,741446,MFLAFM_03480
705,1,741572,742684,MFLAFM_03485
706,1,742681,743361,MFLAFM_03490
707,1,743358,744536,MFLAFM_03495
708,1,744743,744964,MFLAFM_03500
709,1,745002,746720,MFLAFM_03505
710,1,746779,747222,MFLAFM_03510
711,1,747234,747956,MFLAFM_03515
712,1,747943,748119,MFLAFM_03520
713,1,748122,748319,MFLAFM_03525
714,1,748829,750421,MFLAFM_03530
715,1,750423,751856,MFLAFM_03535
716,1,751862,753025,MFLAFM_03540
717,1,753042,754817,MFLAFM_03545
718,1,754855,756861,MFLAFM_03550
719,1,757174,757947,MFLAFM_03555
720,1,758136,758762,MFLAFM_03560
721,1,758971,759549,MFLAFM_03565
722,1,759933,761030,MFLAFM_03570
723,1,761043,762314,MFLAFM_03575
724,1,762317,763585,MFLAFM_03580
725,1,763587,764426,MFLAFM_03585
726,1,764500,765576,MFLAFM_03590
727,1,765601,766641,MFLAFM_03595
728,1,766696,767664,MFLAFM_03600
729,1,768025,768519,MFLAFM_03605
730,1,768752,770131,MFLAFM_03610
731,1,770490,771248,MFLAFM_03615
732,1,771241,772797,MFLAFM_03620
733,1,772794,773762,MFLAFM_03625
734,1,774350,776599,MFLAFM_03630
735,1,776622,777377,MFLAFM_03635
736,1,777699,779462,MFLAFM_03640
737,1,779626,779970,MFLAFM_03645
738,1,780160,781974,MFLAFM_03650
739,1,782561,783745,MFLAFM_03655
740,1,783775,786036,MFLAFM_03660
741,1,786222,787433,MFLAFM_03665
742,1,787545,789050,MFLAFM_03670
743,1,789076,790638,MFLAFM_03675
744,1,791007,792236,MFLAFM_03680
745,1,792550,794025,MFLAFM_03685
746,1,794223,794579,MFLAFM_03690
747,1,794736,794909,MFLAFM_03695
748,1,794935,796080,MFLAFM_03700
749,1,796653,797606,MFLAFM_03705
750,1,797926,799455,MFLAFM_03710
751,1,799817,800752,MFLAFM_03715
752,1,801090,803186,MFLAFM_03720
753,1,803171,803638,MFLAFM_03725
754,1,803661,803939,MFLAFM_03730
755,1,804166,805425,MFLAFM_03735
756,1,805443,806498,MFLAFM_03740
757,1,806500,806646,MFLAFM_03745
758,1,806670,807713,MFLAFM_03750
759,1,808241,808957,MFLAFM_03755
760,1,808950,809975,MFLAFM_03760
761,1,809997,811691,MFLAFM_03765
762,1,812119,813288,MFLAFM_03770
763,1,813564,814280,MFLAFM_03775
764,1,814273,815298,MFLAFM_03780
765,1,815320,817008,MFLAFM_03785
766,1,817041,818762,MFLAFM_03790
767,1,818906,819580,MFLAFM_03795
768,1,819825,821579,MFLAFM_03800
769,1,821582,822322,MFLAFM_03805
770,1,822441,822878,MFLAFM_03810
771,1,822871,823572,MFLAFM_03815
772,1,823680,824384,MFLAFM_03820
773,1,824533,825324,MFLAFM_03825
774,1,825340,826776,MFLAFM_03830
775,1,826815,827069,MFLAFM_03835
776,1,827263,828024,MFLAFM_03840
777,1,828275,829189,MFLAFM_03845
778,1,829217,829621,MFLAFM_03850
779,1,829636,830517,MFLAFM_03855
780,1,830749,831747,MFLAFM_03860
781,1,832127,832519,MFLAFM_03865
782,1,832647,834023,MFLAFM_03870
783,1,834257,835249,MFLAFM_03875
784,1,835575,836525,MFLAFM_03880
785,1,836577,837236,MFLAFM_03885
786,1,837250,838170,MFLAFM_03890
787,1,838167,839333,MFLAFM_03895
788,1,839401,840924,MFLAFM_03900
789,1,841255,842157,MFLAFM_03905
790,1,842396,842689,MFLAFM_03910
791,1,842772,845801,MFLAFM_03915
792,1,845801,846259,MFLAFM_03920
793,1,846231,846473,MFLAFM_03925
794,1,846486,847820,MFLAFM_03930
795,1,847842,852281,MFLAFM_03935
796,1,852311,852703,MFLAFM_03940
797,1,852719,853033,MFLAFM_03945
798,1,853030,853707,MFLAFM_03950
799,1,853713,854024,MFLAFM_03955
800,1,854025,855878,MFLAFM_03960
801,1,855889,856380,MFLAFM_03965
802,1,856583,857266,MFLAFM_03970
803,1,857412,858023,MFLAFM_03975
804,1,858158,858376,MFLAFM_03980
805,1,858508,859008,MFLAFM_03985
806,1,859019,859480,MFLAFM_03990
807,1,859529,860029,MFLAFM_03995
808,1,860040,860525,MFLAFM_04000
809,1,861150,861524,MFLAFM_04005
810,1,861674,862072,MFLAFM_04010
811,1,862288,863112,MFLAFM_04015
812,1,863349,864656,MFLAFM_04020
813,1,865240,866130,MFLAFM_04025
814,1,866379,867428,MFLAFM_04030
815,1,867441,868118,MFLAFM_04035
816,1,868326,869357,MFLAFM_04040
817,1,869700,870803,MFLAFM_04045
818,1,870778,871701,MFLAFM_04050
819,1,871712,872932,MFLAFM_04055
820,1,873037,874569,MFLAFM_04060
821,1,874609,875490,MFLAFM_04065
822,1,875648,876508,MFLAFM_04070
823,1,876785,877585,MFLAFM_04075
824,1,877725,878393,MFLAFM_04080
825,1,878524,879885,MFLAFM_04085
826,1,880255,880599,MFLAFM_04090
827,1,881275,882330,MFLAFM_04095
828,1,882572,883399,MFLAFM_04100
829,1,883472,884671,MFLAFM_04105
830,1,884973,885974,MFLAFM_04110
831,1,886008,886340,MFLAFM_04115
832,1,886341,887141,MFLAFM_04120
833,1,887131,888075,MFLAFM_04125
834,1,888053,889075,MFLAFM_04130
835,1,889391,890221,MFLAFM_04135
836,1,890241,890417,MFLAFM_04140
837,1,890511,891857,MFLAFM_04145
838,1,891872,892156,MFLAFM_04150
839,1,892158,892601,MFLAFM_04155
840,1,892606,894561,MFLAFM_04160
841,1,894773,895192,MFLAFM_04165
842,1,895299,896654,MFLAFM_04170
843,1,896758,897198,MFLAFM_04175
844,1,897281,898639,MFLAFM_04180
845,1,898951,899877,MFLAFM_04185
846,1,899891,900952,MFLAFM_04190
847,1,900966,901532,MFLAFM_04195
848,1,901591,902586,MFLAFM_04200
849,1,902951,903496,MFLAFM_04205
850,1,903763,904617,MFLAFM_04210
851,1,904614,905843,MFLAFM_04215
852,1,905824,907536,MFLAFM_04220
853,1,907777,908256,MFLAFM_04225
854,1,908495,908710,MFLAFM_04230
855,1,908819,909208,MFLAFM_04235
856,1,909448,909651,MFLAFM_04240
857,1,909648,910361,MFLAFM_04245
858,1,910386,911228,MFLAFM_04250
859,1,911228,911857,MFLAFM_04255
860,1,912244,913377,MFLAFM_04260
861,1,913916,915097,MFLAFM_04265
862,1,915180,915932,MFLAFM_04270
863,1,915975,918203,MFLAFM_04275
864,1,918200,920041,MFLAFM_04280
865,1,920010,921170,MFLAFM_04285
866,1,921167,922270,MFLAFM_04290
867,1,922334,922703,MFLAFMFMJG_148
868,1,922648,922710,MFLAFM_04295
869,1,922932,923777,MFLAFM_04300
870,1,923931,924812,MFLAFM_04305
871,1,924842,925045,MFLAFM_04310
872,1,925057,926154,MFLAFM_04315
873,1,926240,926431,MFLAFM_04320
874,1,926675,926971,MFLAFM_04325
875,1,926992,927495,MFLAFM_04330
876,1,927547,927789,MFLAFM_04335
877,1,927960,928055,MFLAFM_04340
878,1,928066,929040,MFLAFM_04345
879,1,929962,930573,MFLAFM_04350
880,1,930942,931310,MFLAFM_04355
881,1,931491,932063,MFLAFM_04360
882,1,932200,932463,MFLAFM_04365
883,1,932763,933014,MFLAFM_04370
884,1,933190,933293,MFLAFM_04375
885,1,933440,934021,MFLAFM_04380
886,1,934087,934473,MFLAFM_04385
887,1,934532,934627,MFLAFM_04390
888,1,934740,935366,MFLAFM_04395
889,1,935439,935684,MFLAFM_04400
890,1,935810,937333,MFLAFM_04405
891,1,937349,937918,MFLAFM_04410
892,1,938410,939165,MFLAFM_04415
893,1,939245,940633,MFLAFM_04420
894,1,941611,942567,MFLAFM_04425
895,1,942685,943347,MFLAFM_04430
896,1,943490,943897,MFLAFM_04435
897,1,944077,944179,MFLAFMFMJG_154
898,1,944410,944988,MFLAFM_04440
899,1,944988,946256,MFLAFM_04445
900,1,946294,947760,MFLAFM_04450
901,1,947785,949326,MFLAFM_04455
902,1,949709,949975,MFLAFM_04460
903,1,950238,950335,MFLAFM_04465
904,1,950367,951071,MFLAFM_04470
905,1,951470,951742,MFLAFM_04475
906,1,952003,952155,MFLAFM_04480
907,1,952372,952431,MFLAFMFMJG_150
908,1,952687,953046,MFLAFM_04485
909,1,953065,953910,MFLAFM_04490
910,1,954382,955062,MFLAFM_04495
911,1,955348,956043,MFLAFM_04500
912,1,956334,957404,MFLAFM_04505
913,1,957768,958472,MFLAFM_04510
914,1,958918,959613,MFLAFM_04515
915,1,959952,960650,MFLAFM_04520
916,1,961027,961725,MFLAFM_04525
917,1,962091,962774,MFLAFM_04530
918,1,963038,964594,MFLAFM_04535
919,1,964587,965798,MFLAFM_04540
920,1,966181,966864,MFLAFM_04545
921,1,966886,968373,MFLAFM_04550
922,1,968482,968790,MFLAFM_04555
923,1,969127,969930,MFLAFM_04560
924,1,969961,970755,MFLAFM_04565
925,1,970800,971588,MFLAFM_04570
926,1,971633,972394,MFLAFM_04575
927,1,972455,973240,MFLAFM_04580
928,1,973259,974041,MFLAFM_04585
929,1,974098,974892,MFLAFM_04590
930,1,974944,975744,MFLAFM_04595
931,1,975763,976545,MFLAFM_04600
932,1,976724,977539,MFLAFM_04605
933,1,977529,978854,MFLAFM_04610
934,1,978851,979174,MFLAFM_04615
935,1,979193,979507,MFLAFM_04620
936,1,979796,979990,MFLAFM_04625
937,1,980175,981377,MFLAFM_04630
938,1,981971,982126,MFLAFM_04635
939,1,982036,982098,MFLAFM_04640
940,1,982162,982230,MFLAFM_04645
941,1,982282,982347,MFLAFM_04650
942,1,982379,982444,MFLAFM_04655
943,1,982965,984449,MFLAFM_04660
944,1,984462,987167,MFLAFM_04665
945,1,987329,987691,MFLAFM_04670
946,1,988374,989048,MFLAFM_04675
947,1,989085,989819,MFLAFM_04680
948,1,990191,991528,MFLAFM_04685
949,1,991745,992650,MFLAFM_04690
950,1,992643,993785,MFLAFM_04695
951,1,994218,995105,MFLAFM_04700
952,1,995109,995768,MFLAFM_04705
953,1,995805,996647,MFLAFM_04710
954,1,996979,997983,MFLAFM_04715
955,1,998168,998437,MFLAFM_04720
956,1,998586,998981,MFLAFM_04725
957,1,998971,999456,MFLAFM_04730
958,1,999625,1000407,MFLAFM_04735
959,1,1000404,1001516,MFLAFM_04740
960,1,1001637,1002521,MFLAFM_04745
961,1,1002702,1007201,MFLAFM_04750
962,1,1007219,1008682,MFLAFM_04755
963,1,1008951,1009043,MFLAFM_04760
964,1,1009512,1010939,MFLAFM_04765
965,1,1011003,1012643,MFLAFM_04770
966,1,1012668,1013396,MFLAFM_04775
967,1,1013458,1013727,MFLAFM_04780
968,1,1013576,1013675,MFLAFM_04785
969,1,1014039,1014563,MFLAFM_04790
970,1,1014632,1016329,MFLAFM_04795
971,1,1016419,1016736,MFLAFM_04800
972,1,1016743,1017339,MFLAFM_04805
